id,customer_id,rep_id,conference_total_01,conference_total_02,conference_total_03,conference_total_04,conference_total_05,conference_total_06,conference_total_07,conference_total_08,conference_total_09,conference_total_10,conference_total_11,conference_total_12,email_open_total_01,email_open_total_02,email_open_total_03,email_open_total_04,email_open_total_05,email_open_total_06,email_open_total_07,email_open_total_08,email_open_total_09,email_open_total_10,email_open_total_11,email_open_total_12,f2f_total_01,f2f_total_02,f2f_total_03,f2f_total_04,f2f_total_05,f2f_total_06,f2f_total_07,f2f_total_08,f2f_total_09,f2f_total_10,f2f_total_11,f2f_total_12,prescription_total_01,prescription_total_02,prescription_total_03,prescription_total_04,prescription_total_05,prescription_total_06,prescription_total_07,prescription_total_08,prescription_total_09,prescription_total_10,prescription_total_11,prescription_total_12,webinar_total_01,webinar_total_02,webinar_total_03,webinar_total_04,webinar_total_05,webinar_total_06,webinar_total_07,webinar_total_08,webinar_total_09,webinar_total_10,webinar_total_11,webinar_total_12,office_or_hospital_based,gender,is_cardiologist,is_gp,years_since_graduation
37,137,122,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,2,1,1,2,2,1,0,2,1,2,2,3,2,1,1,2,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,19.0
38,138,105,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,2,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,19.0
39,139,112,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,2,2,2,1,4,5,6,3,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,43.0
40,140,112,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,1,1,1,1,1,1,0,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,42.0
41,141,118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,4,2,1,1,1,1,2,2,4,4,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,37.0
42,142,101,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,2,0,0,1,2,1,2,0,0,2,3,6,7,6,4,3,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,Office,False,False,True,42.0
43,143,100,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,1,1,1,1,2,2,1,3,2,1,2,2,3,3,4,4,4,4,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,45.0
44,144,101,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,0,2,0,0,5,3,5,5,4,3,4,4,3,5,6,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,36.0
45,145,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,1,2,1,3,3,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,Office,False,False,True,40.0
46,146,124,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,3,1,0,1,2,2,2,2,2,3,1,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,21.0
47,147,125,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,21.0
48,148,106,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,2,0,1,0,0,3,3,1,2,2,2,2,2,3,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,25.0
49,149,126,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,1,0,1,2,0,3,3,2,2,2,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,32.0
50,150,126,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,0,1,0,1,4,4,2,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,34.0
51,151,127,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,2,5,3,2,3,3,3,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,31.0
52,152,126,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,3,0,2,0,1,0,2,3,2,4,3,2,1,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,25.0
53,153,126,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,2,1,3,2,2,0,1,0,3,2,3,2,2,1,1,1,1,2,4,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,35.0
54,154,126,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,1,0,2,0,1,1,2,2,1,0,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,39.0
55,155,126,0,1,0,0,0,0,0,0,0,1,0,0,3,0,2,3,3,0,0,0,0,1,3,0,2,2,3,2,1,1,2,3,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,32.0
56,156,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,0,1,2,4,4,2,1,1,2,1,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,37.0
57,157,128,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,0,0,3,1,3,0,1,0,0,1,4,4,3,0,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,22.0
58,158,126,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,1,2,0,1,1,2,0,2,0,2,2,2,2,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,44.0
59,159,129,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,4,2,2,1,3,2,2,2,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,38.0
60,160,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,1,2,0,0,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,31.0
61,161,107,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,2,1,1,0,0,1,0,2,4,5,7,5,5,4,5,4,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Hospital,False,False,True,30.0
62,162,131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,2,0,1,1,2,2,3,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,30.0
63,163,132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,0,1,3,9,13,17,14,13,11,11,12,15,12,0,0,0,11,0,0,16,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,False,True,False,22.0
64,164,125,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,2,0,0,2,0,1,0,2,3,4,5,4,3,1,1,1,2,4,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,33.0
65,165,133,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,3,0,1,1,1,0,0,4,1,1,2,2,2,2,2,4,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,29.0
66,166,126,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,1,1,0,0,2,1,1,0,3,1,1,1,3,2,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,42.0
67,167,127,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3,2,0,0,2,1,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,41.0
68,168,134,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,2,1,1,2,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,True,False,True,23.0
69,169,135,0,0,0,0,0,0,0,1,0,1,1,0,2,2,1,1,0,0,0,1,1,1,0,0,5,7,8,8,6,8,7,8,13,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Office,False,True,False,19.0
70,170,134,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,28.0
71,171,134,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,True,False,True,20.0
72,172,134,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,40.0
73,173,136,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,2,1,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,False,True,False,28.0
74,174,102,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,0,2,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,False,False,True,23.0
75,175,134,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,33.0
76,176,137,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,2,0,0,3,3,2,2,1,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,20.0
77,177,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,2,1,0,1,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,False,False,True,27.0
78,178,134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,1,0,2,1,3,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,37.0
79,179,112,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,0,1,2,1,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,26.0
80,180,102,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,25.0
81,181,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,False,False,True,19.0
82,182,134,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,1,3,2,1,0,0,0,0,1,3,3,4,2,2,2,0,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,Office,False,False,True,26.0
83,183,138,0,0,0,1,0,1,0,1,0,1,0,0,2,1,1,1,0,1,1,1,0,1,0,0,5,6,5,5,4,4,3,3,3,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,23.0
84,184,134,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,2,0,2,0,4,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,35.0
85,185,139,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,2,0,1,1,2,0,3,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,22.0
86,186,140,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,2,1,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,True,False,True,20.0
87,187,127,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,1,0,1,4,2,1,2,2,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,30.0
88,188,134,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,3,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,False,False,True,35.0
89,189,134,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,True,False,True,21.0
90,190,134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,True,False,True,27.0
91,191,134,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,3,1,2,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hospital,False,False,True,31.0
92,192,134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,4,0,1,0,0,0,1,2,2,2,1,4,3,3,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office,False,False,True,41.0
