rep_id,is_cardiologist,is_gp,years_since_graduation,conference_total,email_open_total,f2f_total,webinar_total,gender_female,gender_male,hospital,office,prescription_total
139,0,1,22,0,3,4,0,0.0,1.0,0.0,1.0,1
140,0,1,20,0,6,2,0,0.0,1.0,1.0,0.0,2
127,0,1,30,0,5,3,0,1.0,0.0,0.0,1.0,2
134,0,1,35,1,4,2,0,1.0,0.0,1.0,0.0,0
134,0,1,21,0,3,2,0,0.0,1.0,1.0,0.0,0
134,0,1,27,0,3,0,0,0.0,1.0,0.0,1.0,0
134,0,1,31,1,3,2,0,1.0,0.0,1.0,0.0,2
134,0,1,41,0,2,6,0,1.0,0.0,0.0,1.0,3
102,0,1,33,1,8,0,0,0.0,1.0,1.0,0.0,4
117,0,1,42,1,2,4,0,1.0,0.0,0.0,1.0,7
141,0,1,34,1,5,0,0,1.0,0.0,1.0,0.0,3
117,0,1,31,0,5,3,0,1.0,0.0,0.0,1.0,8
142,0,1,23,0,6,0,1,0.0,1.0,0.0,1.0,1
117,0,1,13,1,2,2,0,1.0,0.0,0.0,1.0,2
113,0,1,40,0,2,1,3,0.0,1.0,0.0,1.0,5
117,0,1,25,0,4,2,0,1.0,0.0,0.0,1.0,0
105,0,1,16,0,5,0,0,0.0,1.0,0.0,1.0,0
113,0,1,45,0,8,14,1,1.0,0.0,0.0,1.0,8
117,0,1,38,0,2,3,0,1.0,0.0,0.0,1.0,2
105,0,1,16,0,1,3,0,1.0,0.0,0.0,1.0,2
105,0,1,35,0,4,4,0,1.0,0.0,0.0,1.0,2
114,0,1,41,0,4,12,1,1.0,0.0,0.0,1.0,0
113,0,1,42,1,6,1,5,1.0,0.0,0.0,1.0,2
114,0,1,42,1,1,6,0,0.0,1.0,0.0,1.0,5
113,0,1,46,0,4,0,3,1.0,0.0,0.0,1.0,1
113,0,1,36,1,6,1,2,1.0,0.0,0.0,1.0,6
113,0,1,38,0,2,6,0,1.0,0.0,0.0,1.0,0
102,0,1,22,1,3,0,0,0.0,1.0,0.0,1.0,0
103,0,1,44,0,4,13,0,0.0,1.0,0.0,1.0,0
106,0,1,23,0,1,8,0,1.0,0.0,0.0,1.0,6
103,0,1,47,0,6,12,1,1.0,0.0,0.0,1.0,1
103,0,1,35,0,7,5,0,0.0,1.0,0.0,1.0,2
138,0,1,30,1,5,10,1,1.0,0.0,0.0,1.0,2
143,0,1,42,0,6,1,1,1.0,0.0,0.0,1.0,0
144,0,1,42,0,4,14,0,1.0,0.0,0.0,1.0,6
143,0,1,28,1,5,0,1,0.0,1.0,0.0,1.0,3
133,0,1,35,0,2,1,0,1.0,0.0,0.0,1.0,1
110,0,1,35,0,4,14,0,1.0,0.0,0.0,1.0,8
133,0,1,33,0,3,3,1,1.0,0.0,0.0,1.0,1
143,0,1,41,1,4,1,1,1.0,0.0,0.0,1.0,0
133,0,1,31,1,3,1,0,0.0,1.0,0.0,1.0,0
145,0,1,22,1,3,7,1,0.0,1.0,0.0,1.0,0
144,0,1,44,2,4,3,0,0.0,1.0,0.0,1.0,2
146,0,1,43,0,2,11,0,1.0,0.0,0.0,1.0,0
110,0,1,35,0,1,8,0,1.0,0.0,0.0,1.0,4
147,0,1,20,0,3,4,2,1.0,0.0,0.0,1.0,0
146,0,1,23,1,4,1,0,1.0,0.0,0.0,1.0,41
148,0,1,42,1,1,0,0,0.0,1.0,0.0,1.0,2
149,0,1,35,0,1,4,3,1.0,0.0,0.0,1.0,4
148,0,1,37,1,5,4,1,1.0,0.0,0.0,1.0,5
147,0,1,25,0,6,10,0,1.0,0.0,0.0,1.0,2
150,1,0,23,0,5,13,0,1.0,0.0,1.0,0.0,23
150,1,0,27,0,3,8,0,1.0,0.0,0.0,1.0,12
150,1,0,32,0,6,13,0,1.0,0.0,0.0,1.0,14
112,0,1,50,2,1,3,0,1.0,0.0,0.0,1.0,0
112,0,1,33,0,5,4,0,1.0,0.0,0.0,1.0,3
112,0,1,51,0,7,3,0,1.0,0.0,0.0,1.0,2
111,0,1,38,0,6,1,0,0.0,1.0,0.0,1.0,1
112,0,1,38,0,8,6,0,1.0,0.0,0.0,1.0,2
151,0,1,31,0,5,6,0,0.0,1.0,0.0,1.0,0
151,0,1,42,1,5,4,0,0.0,1.0,0.0,1.0,1
109,1,0,52,1,3,3,0,1.0,0.0,0.0,1.0,5
152,0,1,14,1,6,2,0,1.0,0.0,0.0,1.0,3
102,0,1,33,0,3,0,0,0.0,1.0,0.0,1.0,0
153,0,1,15,0,5,1,0,0.0,1.0,0.0,1.0,1
153,0,1,15,1,4,0,0,0.0,1.0,0.0,1.0,0
153,0,1,32,0,5,1,0,0.0,1.0,0.0,1.0,0
153,0,1,30,0,3,3,0,1.0,0.0,0.0,1.0,3
153,0,1,34,0,5,5,0,1.0,0.0,0.0,1.0,2
153,0,1,17,0,6,1,0,1.0,0.0,0.0,1.0,4
153,0,1,17,0,7,0,0,0.0,1.0,0.0,1.0,3
153,0,1,15,0,4,1,0,0.0,1.0,0.0,1.0,3
153,0,1,15,0,2,1,0,0.0,1.0,0.0,1.0,3
153,0,1,42,0,6,1,0,0.0,1.0,0.0,1.0,2
153,0,1,45,0,3,0,0,1.0,0.0,0.0,1.0,0
153,0,1,35,0,3,0,0,1.0,0.0,0.0,1.0,2
153,0,1,35,0,2,5,0,1.0,0.0,0.0,1.0,2
154,0,1,34,0,5,10,0,0.0,1.0,0.0,1.0,2
126,0,1,29,2,5,7,0,0.0,1.0,0.0,1.0,1
102,0,1,41,0,6,0,0,1.0,0.0,0.0,1.0,0
155,0,1,45,1,1,3,0,1.0,0.0,0.0,1.0,3
127,0,1,37,0,5,4,0,1.0,0.0,0.0,1.0,1
127,0,1,30,1,5,5,0,1.0,0.0,0.0,1.0,6
155,0,1,49,0,3,4,0,1.0,0.0,0.0,1.0,8
127,0,1,29,1,3,4,0,0.0,1.0,0.0,1.0,1
127,0,1,16,1,2,5,0,0.0,1.0,0.0,1.0,3
126,0,1,15,1,2,4,0,0.0,1.0,0.0,1.0,1
126,0,1,29,1,5,5,0,0.0,1.0,0.0,1.0,2
127,0,1,23,0,6,0,0,0.0,1.0,0.0,1.0,2
126,0,1,30,0,7,2,0,0.0,1.0,0.0,1.0,3
126,0,1,41,1,4,1,0,0.0,1.0,0.0,1.0,2
137,0,1,40,1,4,2,0,0.0,1.0,0.0,1.0,0
126,0,1,27,0,4,3,0,0.0,1.0,0.0,1.0,1
127,0,1,42,0,4,4,0,1.0,0.0,0.0,1.0,4
156,0,1,27,0,9,2,3,1.0,0.0,0.0,1.0,2
122,0,1,43,2,4,3,0,1.0,0.0,0.0,1.0,2
126,0,1,34,0,3,4,0,1.0,0.0,0.0,1.0,2
157,0,1,43,0,4,9,0,1.0,0.0,0.0,1.0,0
157,0,1,44,0,4,5,0,0.0,1.0,0.0,1.0,8
154,0,1,26,1,2,11,0,1.0,0.0,0.0,1.0,4
157,0,1,25,1,5,3,0,1.0,0.0,0.0,1.0,0
157,0,1,46,0,4,9,0,1.0,0.0,0.0,1.0,0
158,0,1,39,0,6,0,0,0.0,1.0,0.0,1.0,1
100,0,1,18,1,5,9,0,0.0,1.0,0.0,1.0,0
154,0,1,38,0,3,1,0,1.0,0.0,0.0,1.0,3
154,0,1,21,0,3,10,0,1.0,0.0,0.0,1.0,4
153,0,1,32,0,4,1,0,1.0,0.0,0.0,1.0,5
159,0,1,37,3,1,12,0,0.0,1.0,0.0,1.0,4
154,0,1,25,0,0,9,0,0.0,1.0,0.0,1.0,0
133,0,1,31,0,5,2,0,0.0,1.0,0.0,1.0,4
149,0,1,37,1,1,7,2,0.0,1.0,0.0,1.0,3
149,0,1,35,1,5,1,2,0.0,1.0,0.0,1.0,3
127,0,1,31,0,4,13,0,0.0,1.0,0.0,1.0,6
127,0,1,42,0,3,11,0,0.0,1.0,0.0,1.0,0
127,0,1,21,0,4,8,0,1.0,0.0,1.0,0.0,10
127,0,1,41,0,5,3,0,1.0,0.0,0.0,1.0,6
148,0,1,45,1,4,6,1,1.0,0.0,0.0,1.0,0
149,0,1,30,0,3,5,2,1.0,0.0,1.0,0.0,0
148,0,1,24,1,5,5,1,1.0,0.0,0.0,1.0,0
149,0,1,35,0,4,5,2,1.0,0.0,1.0,0.0,0
149,0,1,40,2,3,9,1,1.0,0.0,0.0,1.0,1
142,0,1,34,0,6,3,2,1.0,0.0,0.0,1.0,1
149,0,1,48,0,4,3,2,1.0,0.0,0.0,1.0,0
149,0,1,30,0,3,3,0,1.0,0.0,1.0,0.0,1
149,0,1,24,2,4,6,0,0.0,1.0,0.0,1.0,3
150,1,0,27,0,5,14,0,1.0,0.0,0.0,1.0,14
160,1,0,31,2,7,6,0,0.0,1.0,0.0,1.0,3
150,1,0,36,0,3,13,0,1.0,0.0,0.0,1.0,5
150,1,0,23,0,9,13,0,1.0,0.0,1.0,0.0,30
105,0,1,22,0,4,2,0,1.0,0.0,0.0,1.0,1
145,0,1,40,1,2,2,0,1.0,0.0,0.0,1.0,1
147,0,1,21,2,1,1,0,1.0,0.0,0.0,1.0,1
105,0,1,25,0,3,4,0,1.0,0.0,0.0,1.0,0
161,0,1,33,0,5,1,0,1.0,0.0,0.0,1.0,0
144,0,1,31,0,5,9,0,1.0,0.0,0.0,1.0,3
127,0,1,17,1,7,1,1,1.0,0.0,1.0,0.0,2
162,0,1,35,0,3,0,0,0.0,1.0,0.0,1.0,2
163,0,1,31,0,4,1,0,0.0,1.0,0.0,1.0,2
112,0,1,43,0,4,7,0,1.0,0.0,0.0,1.0,2
106,0,1,18,0,1,5,0,1.0,0.0,0.0,1.0,4
125,0,1,21,1,6,5,0,0.0,1.0,0.0,1.0,0
164,1,0,22,0,5,22,0,1.0,0.0,0.0,1.0,27
165,1,0,38,1,5,6,1,1.0,0.0,1.0,0.0,5
107,0,1,13,1,3,12,0,0.0,1.0,0.0,1.0,5
107,0,1,13,1,1,4,0,0.0,1.0,0.0,1.0,0
155,0,1,30,0,2,7,0,1.0,0.0,0.0,1.0,17
125,0,1,16,0,2,5,0,0.0,1.0,0.0,1.0,6
137,0,1,27,1,3,12,0,1.0,0.0,0.0,1.0,0
105,0,1,31,0,3,0,0,0.0,1.0,0.0,1.0,0
166,1,0,26,0,7,22,0,1.0,0.0,0.0,1.0,42
162,0,1,16,2,3,1,1,1.0,0.0,1.0,0.0,12
167,1,0,31,1,5,8,0,1.0,0.0,1.0,0.0,8
168,0,1,16,0,3,5,0,0.0,1.0,0.0,1.0,6
102,0,1,25,0,1,0,0,0.0,1.0,0.0,1.0,3
133,0,1,16,0,7,1,0,0.0,1.0,0.0,1.0,13
140,0,1,16,1,1,7,0,0.0,1.0,0.0,1.0,1
153,0,1,29,0,5,7,0,0.0,1.0,0.0,1.0,2
153,0,1,28,0,3,2,0,1.0,0.0,0.0,1.0,9
153,0,1,39,0,6,3,0,1.0,0.0,0.0,1.0,8
153,0,1,26,0,5,6,0,0.0,1.0,0.0,1.0,9
153,0,1,41,0,8,1,0,1.0,0.0,0.0,1.0,0
145,0,1,34,1,3,13,0,1.0,0.0,0.0,1.0,2
116,0,1,39,0,6,3,0,1.0,0.0,0.0,1.0,0
140,0,1,18,2,6,11,0,0.0,1.0,1.0,0.0,6
140,0,1,36,1,2,12,1,1.0,0.0,0.0,1.0,0
169,0,1,37,4,6,12,0,1.0,0.0,0.0,1.0,5
170,0,1,33,0,5,2,0,1.0,0.0,0.0,1.0,8
169,0,1,22,0,2,8,0,0.0,1.0,0.0,1.0,10
140,0,1,22,0,4,15,0,1.0,0.0,0.0,1.0,2
140,0,1,21,0,4,11,0,0.0,1.0,0.0,1.0,1
119,0,1,38,1,6,15,0,1.0,0.0,0.0,1.0,2
142,0,1,12,1,0,1,1,0.0,1.0,1.0,0.0,5
111,0,1,13,0,5,1,0,0.0,1.0,0.0,1.0,1
154,0,1,13,2,3,3,0,0.0,1.0,0.0,1.0,0
171,0,1,12,0,2,5,0,0.0,1.0,0.0,1.0,2
163,0,1,11,0,3,0,0,0.0,1.0,1.0,0.0,16
123,0,1,10,0,1,1,0,1.0,0.0,0.0,1.0,1
137,0,1,15,0,1,2,0,0.0,1.0,0.0,1.0,4
172,0,1,12,0,11,0,0,0.0,1.0,0.0,1.0,5
151,0,1,11,0,2,8,0,1.0,0.0,0.0,1.0,0
105,0,1,40,0,5,5,0,1.0,0.0,0.0,1.0,5
173,1,0,14,0,5,23,0,1.0,0.0,0.0,1.0,10
154,0,1,17,0,6,10,0,1.0,0.0,0.0,1.0,3
174,0,1,25,0,6,7,0,1.0,0.0,0.0,1.0,0
117,0,1,12,1,5,0,0,0.0,1.0,0.0,1.0,3
143,0,1,46,0,1,4,0,1.0,0.0,0.0,1.0,7
154,0,1,21,0,7,11,0,0.0,1.0,1.0,0.0,4
133,0,1,35,1,6,5,0,0.0,1.0,0.0,1.0,4
175,0,1,33,0,3,6,0,1.0,0.0,0.0,1.0,2
154,0,1,22,0,1,7,0,1.0,0.0,0.0,1.0,1
123,0,1,15,1,5,1,0,0.0,1.0,1.0,0.0,3
102,0,1,14,0,4,0,0,0.0,1.0,1.0,0.0,0
125,0,1,23,0,5,0,0,0.0,1.0,0.0,1.0,1
143,0,1,31,0,5,4,0,1.0,0.0,0.0,1.0,2
134,0,1,29,0,2,1,0,0.0,1.0,1.0,0.0,3
175,0,1,29,0,3,8,0,1.0,0.0,0.0,1.0,11
143,0,1,28,0,3,4,0,1.0,0.0,1.0,0.0,2
133,0,1,41,1,2,9,0,1.0,0.0,0.0,1.0,4
133,0,1,21,0,5,3,0,0.0,1.0,0.0,1.0,2
119,0,1,23,0,7,6,0,1.0,0.0,0.0,1.0,3
143,0,1,32,1,6,4,0,0.0,1.0,0.0,1.0,0
133,0,1,28,1,9,5,0,1.0,0.0,0.0,1.0,0
133,0,1,36,1,4,4,0,1.0,0.0,0.0,1.0,1
175,0,1,39,1,6,7,0,1.0,0.0,0.0,1.0,1
143,0,1,32,0,6,4,0,1.0,0.0,0.0,1.0,2
102,0,1,36,0,5,0,0,1.0,0.0,0.0,1.0,2
157,0,1,32,0,4,4,0,0.0,1.0,0.0,1.0,0
102,0,1,49,0,4,0,0,1.0,0.0,0.0,1.0,0
157,0,1,44,0,4,7,0,1.0,0.0,0.0,1.0,4
176,0,1,31,0,4,11,0,1.0,0.0,0.0,1.0,4
176,0,1,39,0,5,2,0,1.0,0.0,0.0,1.0,0
157,0,1,35,0,3,9,0,1.0,0.0,0.0,1.0,2
176,0,1,21,0,6,10,1,1.0,0.0,0.0,1.0,4
157,0,1,34,1,1,4,0,0.0,1.0,0.0,1.0,8
176,0,1,41,0,6,2,0,1.0,0.0,0.0,1.0,3
143,0,1,34,1,6,10,0,1.0,0.0,0.0,1.0,6
143,0,1,43,0,3,7,0,1.0,0.0,0.0,1.0,2
133,0,1,50,1,1,7,1,1.0,0.0,0.0,1.0,3
133,0,1,33,0,4,6,0,1.0,0.0,0.0,1.0,9
133,0,1,33,1,4,5,0,1.0,0.0,0.0,1.0,5
149,0,1,44,0,6,11,2,1.0,0.0,0.0,1.0,0
149,0,1,43,1,1,5,1,1.0,0.0,0.0,1.0,6
149,0,1,31,1,7,9,1,1.0,0.0,0.0,1.0,1
148,0,1,23,1,7,1,0,0.0,1.0,1.0,0.0,5
149,0,1,34,1,6,4,2,1.0,0.0,0.0,1.0,0
167,1,0,25,1,3,3,0,1.0,0.0,0.0,1.0,2
148,0,1,48,1,4,2,0,1.0,0.0,0.0,1.0,1
149,0,1,42,0,2,2,1,1.0,0.0,0.0,1.0,0
177,0,1,28,0,2,0,0,1.0,0.0,0.0,1.0,4
148,0,1,46,0,2,1,0,1.0,0.0,0.0,1.0,1
147,0,1,24,0,4,8,0,1.0,0.0,0.0,1.0,7
147,0,1,41,0,4,8,0,1.0,0.0,0.0,1.0,0
147,0,1,42,0,1,8,0,1.0,0.0,0.0,1.0,2
149,0,1,49,0,5,11,2,1.0,0.0,0.0,1.0,0
147,0,1,28,0,3,6,0,1.0,0.0,0.0,1.0,12
177,0,1,13,0,3,0,0,1.0,0.0,0.0,1.0,7
147,0,1,26,1,5,6,0,1.0,0.0,0.0,1.0,7
147,0,1,46,0,5,9,0,1.0,0.0,0.0,1.0,3
147,0,1,32,0,4,13,1,1.0,0.0,0.0,1.0,4
147,0,1,47,0,6,12,0,1.0,0.0,0.0,1.0,0
162,0,1,26,0,3,4,2,0.0,1.0,0.0,1.0,0
119,0,1,33,0,2,11,0,1.0,0.0,0.0,1.0,0
117,0,1,9,1,4,1,0,1.0,0.0,0.0,1.0,2
178,0,1,24,0,4,2,0,1.0,0.0,0.0,1.0,5
122,0,1,14,0,4,5,0,1.0,0.0,0.0,1.0,1
107,0,1,11,0,2,9,0,1.0,0.0,0.0,1.0,2
168,0,1,9,0,4,6,0,1.0,0.0,0.0,1.0,1
129,0,1,11,0,2,4,0,0.0,1.0,0.0,1.0,0
179,0,1,28,0,3,8,0,1.0,0.0,0.0,1.0,3
105,0,1,18,0,3,0,0,1.0,0.0,0.0,1.0,4
150,1,0,15,0,5,9,1,1.0,0.0,1.0,0.0,29
115,0,1,10,0,2,7,0,0.0,1.0,0.0,1.0,4
102,0,1,10,0,3,0,0,1.0,0.0,0.0,1.0,0
180,0,1,10,0,4,10,0,1.0,0.0,0.0,1.0,1
151,0,1,26,0,3,11,0,1.0,0.0,0.0,1.0,4
151,0,1,38,0,4,14,0,1.0,0.0,0.0,1.0,1
125,0,1,42,0,5,3,0,0.0,1.0,0.0,1.0,6
140,0,1,36,0,3,14,1,1.0,0.0,0.0,1.0,12
169,0,1,19,0,4,0,0,0.0,1.0,1.0,0.0,3
106,0,1,13,1,2,4,0,1.0,0.0,0.0,1.0,2
181,0,1,12,1,7,10,0,1.0,0.0,0.0,1.0,3
165,1,0,24,0,4,2,1,1.0,0.0,1.0,0.0,15
182,1,0,25,1,4,3,0,1.0,0.0,0.0,1.0,5
109,1,0,26,0,2,7,0,1.0,0.0,0.0,1.0,11
109,1,0,29,0,2,3,0,0.0,1.0,1.0,0.0,5
109,1,0,36,0,6,6,0,0.0,1.0,0.0,1.0,2
154,0,1,19,0,2,13,0,0.0,1.0,0.0,1.0,0
131,0,1,28,2,4,11,0,1.0,0.0,0.0,1.0,0
128,0,1,24,1,5,3,0,1.0,0.0,0.0,1.0,1
102,0,1,23,1,2,0,0,0.0,1.0,0.0,1.0,6
166,1,0,14,0,5,21,0,1.0,0.0,0.0,1.0,30
182,1,0,14,1,4,6,0,1.0,0.0,0.0,1.0,10
183,1,0,22,1,8,19,0,1.0,0.0,0.0,1.0,13
145,0,1,39,2,3,6,1,1.0,0.0,0.0,1.0,2
184,0,1,30,1,4,1,0,1.0,0.0,0.0,1.0,1
185,0,1,17,0,0,3,0,1.0,0.0,0.0,1.0,1
186,0,1,18,0,5,7,8,1.0,0.0,0.0,1.0,2
183,1,0,18,0,2,18,0,1.0,0.0,0.0,1.0,9
131,0,1,34,1,3,0,0,0.0,1.0,0.0,1.0,3
187,0,1,16,0,3,4,0,0.0,1.0,0.0,1.0,2
102,0,1,8,0,5,0,0,0.0,1.0,0.0,1.0,1
120,0,1,11,1,3,1,0,1.0,0.0,0.0,1.0,0
122,0,1,10,0,3,2,0,0.0,1.0,0.0,1.0,0
188,1,0,13,0,1,0,1,0.0,1.0,0.0,1.0,0
154,0,1,8,0,9,4,0,0.0,1.0,0.0,1.0,3
171,0,1,7,0,4,2,1,1.0,0.0,1.0,0.0,1
120,1,0,21,0,4,6,0,1.0,0.0,0.0,1.0,5
133,0,1,43,0,5,8,0,1.0,0.0,0.0,1.0,4
175,0,1,46,1,2,6,0,1.0,0.0,0.0,1.0,0
133,0,1,41,0,9,12,0,0.0,1.0,0.0,1.0,0
157,0,1,30,0,0,1,0,0.0,1.0,0.0,1.0,4
133,0,1,29,0,13,2,0,0.0,1.0,0.0,1.0,2
133,0,1,26,0,4,6,0,1.0,0.0,0.0,1.0,14
143,0,1,30,0,0,7,0,1.0,0.0,0.0,1.0,4
133,0,1,41,1,5,14,0,0.0,1.0,0.0,1.0,2
133,0,1,32,0,8,5,0,1.0,0.0,0.0,1.0,11
143,0,1,45,1,7,9,0,1.0,0.0,0.0,1.0,1
143,0,1,26,0,3,10,0,0.0,1.0,0.0,1.0,12
102,0,1,35,0,2,0,0,0.0,1.0,0.0,1.0,5
143,0,1,33,0,5,1,1,1.0,0.0,0.0,1.0,0
189,0,1,36,0,5,5,0,0.0,1.0,0.0,1.0,1
189,0,1,26,2,7,7,1,1.0,0.0,0.0,1.0,7
161,0,1,34,0,5,7,0,1.0,0.0,0.0,1.0,6
181,0,1,39,0,2,7,0,1.0,0.0,0.0,1.0,3
189,0,1,31,0,1,13,0,1.0,0.0,0.0,1.0,11
161,0,1,37,0,1,6,0,1.0,0.0,0.0,1.0,0
181,0,1,48,0,3,11,0,1.0,0.0,0.0,1.0,0
181,0,1,26,0,3,8,0,0.0,1.0,0.0,1.0,7
137,0,1,17,1,2,0,0,1.0,0.0,0.0,1.0,0
116,0,1,17,1,10,5,0,1.0,0.0,0.0,1.0,0
152,0,1,22,1,4,1,0,0.0,1.0,0.0,1.0,10
181,0,1,30,0,3,9,0,1.0,0.0,0.0,1.0,0
140,0,1,26,0,4,0,0,0.0,1.0,1.0,0.0,1
190,0,1,44,0,2,4,0,1.0,0.0,0.0,1.0,2
140,0,1,17,1,2,12,0,1.0,0.0,1.0,0.0,4
106,0,1,6,1,4,7,1,1.0,0.0,0.0,1.0,7
191,0,1,5,0,10,5,1,1.0,0.0,0.0,1.0,4
191,0,1,5,1,1,8,2,1.0,0.0,0.0,1.0,1
192,0,1,5,1,4,4,1,0.0,1.0,0.0,1.0,2
102,0,1,5,1,5,0,0,1.0,0.0,0.0,1.0,3
193,0,1,22,0,4,3,0,0.0,1.0,0.0,1.0,5
169,0,1,21,1,2,0,0,1.0,0.0,0.0,1.0,1
